,words,tf,idf,tf-idf
217,opportunity,1.0,6.754604099487962,6.754604099487962
218,relic,1.0,6.061456918928017,6.061456918928017
219,alive,2.0,4.962844630259907,9.925689260519814
220,feel,2.0,6.754604099487962,13.509208198975925
221,goal,1.0,4.557379522151743,4.557379522151743
222,interest,3.0,6.061456918928017,18.184370756784052
223,somewhere,2.0,6.061456918928017,12.122913837856034
224,stress,2.0,6.754604099487962,13.509208198975925
225,relief,1.0,6.754604099487962,6.754604099487962
226,soulmate,1.0,4.675162557808126,4.675162557808126
227,travel,6.0,6.754604099487962,40.52762459692777
228,together,1.0,6.061456918928017,6.061456918928017
229,reach,2.0,6.061456918928017,12.122913837856034
230,visiting,2.0,6.754604099487962,13.509208198975925
231,goose,1.0,6.754604099487962,6.754604099487962
232,map,1.0,6.754604099487962,6.754604099487962
233,ecosystems,1.0,6.754604099487962,6.754604099487962
234,landscapes,1.0,6.754604099487962,6.754604099487962
235,religion,1.0,6.754604099487962,6.754604099487962
236,biggest,1.0,4.962844630259907,4.962844630259907
237,city,6.0,6.061456918928017,36.368741513568104
238,area,2.0,6.754604099487962,13.509208198975925
239,type,1.0,6.754604099487962,6.754604099487962
240,guy,1.0,6.754604099487962,6.754604099487962
241,kite,1.0,5.145166187053862,5.145166187053862
242,trying,5.0,6.754604099487962,33.77302049743981
243,promotes,1.0,5.145166187053862,5.145166187053862
244,grow,3.0,5.655991810819852,16.967975432459557
245,growth,3.0,6.754604099487962,20.263812298463886
246,always,1.0,6.061456918928017,6.061456918928017
247,personal,2.0,5.655991810819852,11.311983621639705
248,climate,3.0,6.754604099487962,20.263812298463886
249,exciting,1.0,5.145166187053862,5.145166187053862
250,visit,3.0,6.754604099487962,20.263812298463886
251,ardor,1.0,6.061456918928017,6.061456918928017
252,motivation,2.0,6.754604099487962,13.509208198975925
253,exposure,1.0,6.754604099487962,6.754604099487962
254,beyond,1.0,6.754604099487962,6.754604099487962
255,surroundings,1.0,6.754604099487962,6.754604099487962
256,usual,1.0,4.962844630259907,4.962844630259907
257,view,3.0,6.754604099487962,20.263812298463886
258,activity,1.0,5.655991810819852,5.655991810819852
259,wanting,3.0,6.754604099487962,20.263812298463886
260,hooked,1.0,6.754604099487962,6.754604099487962
261,got,1.0,6.754604099487962,6.754604099487962
262,india,1.0,6.754604099487962,6.754604099487962
263,square,1.0,6.754604099487962,6.754604099487962
264,moving,1.0,6.754604099487962,6.754604099487962
265,motivate,1.0,6.754604099487962,6.754604099487962
266,face,1.0,6.754604099487962,6.754604099487962
267,exhilarating,1.0,0.8938178760220965,0.8938178760220965
268,u,1.0,4.557379522151743,4.557379522151743
269,hit,1.0,5.368309738368072,5.368309738368072
270,mind,4.0,5.655991810819852,22.62396724327941
271,open,2.0,6.754604099487962,13.509208198975925
272,relaxrecharge,1.0,6.061456918928017,6.061456918928017
273,short,2.0,6.754604099487962,13.509208198975925
274,high,1.0,6.754604099487962,6.754604099487962
275,intensity,1.0,6.754604099487962,6.754604099487962
276,lived,1.0,6.754604099487962,6.754604099487962
277,wanderlusy,1.0,5.368309738368072,5.368309738368072
278,great,3.0,6.061456918928017,18.184370756784052
279,party,2.0,6.754604099487962,13.509208198975925
280,geocaching,1.0,6.754604099487962,6.754604099487962
281,via,1.0,6.754604099487962,6.754604099487962
282,sheer,1.0,6.754604099487962,6.754604099487962
283,provides,1.0,5.655991810819852,5.655991810819852
284,stuff,3.0,5.655991810819852,16.967975432459557
285,monotony,3.0,6.754604099487962,20.263812298463886
286,boring,1.0,6.754604099487962,6.754604099487962
287,normal,1.0,6.754604099487962,6.754604099487962
288,especially,1.0,6.754604099487962,6.754604099487962
289,vacation,1.0,6.754604099487962,6.754604099487962
290,heritage,1.0,6.754604099487962,6.754604099487962
291,context,1.0,6.061456918928017,6.061456918928017
292,etc,2.0,6.754604099487962,13.509208198975925
293,enjoying,1.0,4.557379522151743,4.557379522151743
294,something,9.0,6.754604099487962,60.79143689539166
295,used,1.0,6.061456918928017,6.061456918928017
296,become,1.0,6.754604099487962,6.754604099487962
297,boilerplate,1.0,6.754604099487962,6.754604099487962
298,education,1.0,6.061456918928017,6.061456918928017
299,quinine,2.0,5.655991810819852,11.311983621639705
300,planet,3.0,6.061456918928017,18.184370756784052
301,horizon,2.0,5.368309738368072,10.736619476736143
302,expanding,4.0,6.754604099487962,27.01841639795185
303,nice,1.0,6.754604099487962,6.754604099487962
304,environment,1.0,6.754604099487962,6.754604099487962
305,venturing,1.0,6.754604099487962,6.754604099487962
306,hill,1.0,6.061456918928017,6.061456918928017
307,museum,2.0,6.754604099487962,13.509208198975925
308,widening,1.0,6.754604099487962,6.754604099487962
309,happy,1.0,6.754604099487962,6.754604099487962
310,spending,1.0,6.754604099487962,6.754604099487962
311,enjoyable,1.0,4.557379522151743,4.557379522151743
312,enjoy,4.0,5.655991810819852,22.62396724327941
313,drink,3.0,4.962844630259907,14.888533890779721
314,expand,1.0,6.061456918928017,6.061456918928017
315,worldview,2.0,6.754604099487962,13.509208198975925
316,lot,1.0,6.754604099487962,6.754604099487962
317,into,1.0,6.754604099487962,6.754604099487962
318,soccer,1.0,6.754604099487962,6.754604099487962
319,game,1.0,6.754604099487962,6.754604099487962
320,mass,1.0,6.754604099487962,6.754604099487962
321,grumpy,1.0,6.754604099487962,6.754604099487962
322,politics,1.0,6.754604099487962,6.754604099487962
323,fresh,1.0,6.754604099487962,6.754604099487962
324,secret,1.0,6.061456918928017,6.061456918928017
325,traveling,2.0,6.754604099487962,13.509208198975925
326,sound,1.0,6.754604099487962,6.754604099487962
327,smell,1.0,6.754604099487962,6.754604099487962
328,taste,1.0,6.754604099487962,6.754604099487962
329,journey,1.0,6.754604099487962,6.754604099487962
330,immersing,1.0,5.655991810819852,5.655991810819852
331,escaping,3.0,6.754604099487962,20.263812298463886
332,dramatically,1.0,5.368309738368072,5.368309738368072
333,everyday,4.0,6.754604099487962,27.01841639795185
334,secluded,1.0,6.754604099487962,6.754604099487962
335,sighted,1.0,5.655991810819852,5.655991810819852
336,enjoyment,3.0,6.754604099487962,20.263812298463886
337,nostalgia,1.0,6.061456918928017,6.061456918928017
338,looking,3.0,6.754604099487962,20.263812298463886
339,absurdity,1.0,6.061456918928017,6.061456918928017
340,challenge,2.0,5.655991810819852,11.311983621639705
341,taking,3.0,6.754604099487962,20.263812298463886
342,takefind,1.0,5.655991810819852,5.655991810819852
343,eating,2.0,6.754604099487962,13.509208198975925
344,wouldn,1.0,6.754604099487962,6.754604099487962
345,prospect,1.0,6.754604099487962,6.754604099487962
346,necessarily,1.0,6.754604099487962,6.754604099487962
347,grind,1.0,6.754604099487962,6.754604099487962
348,stranger,1.0,6.754604099487962,6.754604099487962
349,share,1.0,6.754604099487962,6.754604099487962
350,similarity,1.0,6.754604099487962,6.754604099487962
351,historyart,1.0,6.754604099487962,6.754604099487962
352,liberating,1.0,6.754604099487962,6.754604099487962
353,hate,1.0,6.754604099487962,6.754604099487962
354,delicious,1.0,5.368309738368072,5.368309738368072
355,relaxing,4.0,6.754604099487962,27.01841639795185
356,shaking,1.0,6.754604099487962,6.754604099487962
357,broadening,1.0,4.189654742026425,4.189654742026425
358,way,2.0,4.808693950432649,9.617387900865298
359,live,4.0,6.754604099487962,27.01841639795185
360,monument,1.0,5.655991810819852,5.655991810819852
361,landmarks,3.0,6.061456918928017,18.184370756784052
362,knowledge,2.0,6.061456918928017,12.122913837856034
363,fulfillment,1.0,6.754604099487962,6.754604099487962
364,chance,1.0,6.754604099487962,6.754604099487962
365,including,1.0,6.754604099487962,6.754604099487962
366,educate,1.0,5.655991810819852,5.655991810819852
367,historical,3.0,6.754604099487962,20.263812298463886
368,reason,1.0,6.754604099487962,6.754604099487962
369,insignificance,1.0,6.754604099487962,6.754604099487962
370,society,1.0,6.754604099487962,6.754604099487962
371,understanding,1.0,6.754604099487962,6.754604099487962
372,business,1.0,6.754604099487962,6.754604099487962
373,truly,1.0,5.655991810819852,5.655991810819852
374,sea,1.0,6.754604099487962,6.754604099487962
375,general,1.0,6.754604099487962,6.754604099487962
376,wonderlust,1.0,6.754604099487962,6.754604099487962
377,adventurer,1.0,6.754604099487962,6.754604099487962
378,native,1.0,6.754604099487962,6.754604099487962
379,that,1.0,6.754604099487962,6.754604099487962
380,selffulfillment,1.0,6.754604099487962,6.754604099487962
381,mundane,1.0,6.754604099487962,6.754604099487962
382,kick,1.0,6.754604099487962,6.754604099487962
383,low,1.0,6.754604099487962,6.754604099487962
384,budget,1.0,4.4520190064939165,4.4520190064939165
385,photo,1.0,6.754604099487962,6.754604099487962
386,doesn,1.0,6.754604099487962,6.754604099487962
387,science,1.0,6.754604099487962,6.754604099487962
388,genetic,1.0,6.754604099487962,6.754604099487962
389,according,1.0,4.4520190064939165,4.4520190064939165
390,go,1.0,6.754604099487962,6.754604099487962
391,regardless,1.0,6.754604099487962,6.754604099487962
392,crazy,1.0,6.754604099487962,6.754604099487962
393,also,1.0,6.754604099487962,6.754604099487962
394,never,1.0,6.754604099487962,6.754604099487962
395,lead,1.0,6.061456918928017,6.061456918928017
396,would,1.0,6.754604099487962,6.754604099487962
397,situation,1.0,6.754604099487962,6.754604099487962
398,hata,1.0,6.754604099487962,6.754604099487962
399,interact,1.0,6.754604099487962,6.754604099487962
400,well,1.0,6.754604099487962,6.754604099487962
401,spirit,1.0,3.982015377248181,3.982015377248181
402,free,2.0,6.754604099487962,13.509208198975925
403,excitement,1.0,6.754604099487962,6.754604099487962
404,strong,1.0,6.754604099487962,6.754604099487962
405,another,1.0,6.754604099487962,6.754604099487962
406,foooood,1.0,6.754604099487962,6.754604099487962
407,fiance,1.0,6.754604099487962,6.754604099487962
408,expanded,1.0,6.754604099487962,6.754604099487962
409,opening,1.0,5.368309738368072,5.368309738368072
410,historic,1.0,6.754604099487962,6.754604099487962
411,disconcerting,1.0,6.754604099487962,6.754604099487962
412,sport,1.0,6.754604099487962,6.754604099487962
413,recommendation,1.0,6.754604099487962,6.754604099487962
414,seeking,1.0,6.754604099487962,6.754604099487962
415,research,1.0,6.754604099487962,6.754604099487962
416,destination,1.0,6.754604099487962,6.754604099487962
417,monotonous,1.0,5.145166187053862,5.145166187053862
418,bored,1.0,6.754604099487962,6.754604099487962
419,creating,1.0,6.754604099487962,6.754604099487962
420,language,1.0,6.754604099487962,6.754604099487962
421,woman,1.0,6.754604099487962,6.754604099487962
422,music,1.0,6.754604099487962,6.754604099487962
423,bonus,1.0,6.754604099487962,6.754604099487962
424,newness,1.0,6.754604099487962,6.754604099487962
425,snowboarding,1.0,6.754604099487962,6.754604099487962
426,beer,1.0,6.754604099487962,6.754604099487962
427,needed,1.0,6.754604099487962,6.754604099487962
428,viewpoint,1.0,6.754604099487962,6.754604099487962
429,thrill,1.0,6.754604099487962,6.754604099487962
430,rut,1.0,6.754604099487962,6.754604099487962
431,ignorance,1.0,6.061456918928017,6.061456918928017
432,find,1.0,6.754604099487962,6.754604099487962
433,killing,1.0,6.754604099487962,6.754604099487962
434,fear,1.0,6.754604099487962,6.754604099487962
435,unique,1.0,6.061456918928017,6.061456918928017
436,custom,1.0,6.754604099487962,6.754604099487962
437,sitting,1.0,6.061456918928017,6.061456918928017
438,point,1.0,6.754604099487962,6.754604099487962
439,changing,1.0,6.754604099487962,6.754604099487962
440,winter,1.0,6.754604099487962,6.754604099487962
441,cold,1.0,6.061456918928017,6.061456918928017
442,long,1.0,6.754604099487962,6.754604099487962
443,immediate,1.0,6.061456918928017,6.061456918928017
444,surrounding,1.0,6.754604099487962,6.754604099487962
445,accustomed,1.0,,
0,,,5.655991810819852,
